OUTFALL No. / LOCATION,PARAMETER,SAMPLE MEASURE UNIT,FREQUENCY / SAMPLE TYPE,,,1/1 TO 2/28/1997,,3/1 TO 5/31/1997,,6/1 TO 8/31/1997,,9/1 TO 11/30/1997,,12/1 TO 2/28/1998,,3/1 TO 5/31/1998,,6/1 TO 8/31/1998,,9/1 TO 11/30/1998,,12/1/1998 TO 2/28/1999,,3/1 TO 5/31/1999,,6/1 TO 8/31/1999,,9/1 TO 11/30/1999,,12/1/1999 TO 2/29/2000,,3/1 TO 5/31/2000,,6/1 TO 8/31/2000,,9/1 TO 11/30/2000,,12/1/2000 TO 2/29/2001,,3/1 TO 5/31/2001,,6/1 TO 8/31/2001,,9/1 TO 11/30/2001,,12/1/2001 TO 2/28/2002,,3/1 TO 5/31/2002,,6/1 TO 8/31/2002,,9/1 TO 11/30/2002,,12/1/2002 TO 2/28/2003,,3/1 TO 5/31/2003,,6/1 TO 8/31/2003,,9/1 TO 11/30/2003,,12/1/2003 TO 2/29/2004,,3/1 TO 5/31/2004,,6/1 TO 8/31/2004,,9/1 TO 11/30/2004,,12/1/2004 TO 2/28/2005,,3/1 TO 5/31/2005,,6/1 TO 8/31/2005,,9/1 TO 11/30/2005,,12/1/2005 TO 2/28/2006,,3/1 TO 5/31/2006,,6/1 TO 8/31/2006,,9/1 TO 11/30/2006,,12/1/2006 TO 2/28/2007,,3/1 TO 5/31/2007,,6/1 TO 8/31/2007,,9/1 TO 11/30/2007,,12/1/2007 TO 2/28/2008,,3/1 TO 5/31/2008,,6/1 TO 8/31/2008,,9/1 TO 11/30/2008,,12/1/2008 TO 2/28/2009,,3/1 TO 5/31/2009,,6/1 TO 8/31/2009,,9/1 TO 11/30/2009,,12/1/2009 TO 2/28/2010,,3/1 TO 5/31/2010,,6/1 TO 8/31/2010,,9/1 TO 11/30/2010,,12/1/2010 TO 2/28/2011,,3/1 TO 5/31/2011,,6/1 TO 8/31/2011,,9/1 TO 11/30/2011,,12/1/2011 TO 2/28/2012,,3/1 TO 5/31/2012,,6/1 TO 8/31/2012,,9/1 TO 11/30/2012,,12/1/2012 TO 2/28/2013,,3/1 TO 5/31/2013,,6/1 TO 8/31/2013,,9/1 TO 11/30/2013,,12/1/2013 TO 2/28/2014,,3/1 TO 5/31/2014,,6/1 TO 8/31/2014,,9/1 TO 11/30/2014,,12/1/2014 TO 2/28/2015,,3/1 TO 5/31/2015,,6/1 TO 8/31/2015,,9/1 TO 11/30/2015,,12/1/2015 TO 2/28/2016,,3/1 TO 5/31/2016,,6/1 TO 8/31/2016,,9/1 TO 11/30/2016,,12/1/2016 TO 2/28/2017,,3/1 TO 5/31/2017,,6/1 TO 8/31/2017,,9/1 TO 11/30/2017,,12/1/2017 TO 2/28/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"STREPTOCOCCI, FECAL MATERIAL",#/100ML,1 / 3 MO.,GRAB,,44,,1372,,13800,,48500,<,20,,72000,,42000,,1012,,650,,2370,270,2100,,18100,,2100,,29000,,3500,,39000,,7500,,2500,,250000,,5250,,125,,40000,,9800,,1000,,2900,,20000,,20000,,120000,,11700,,2500,,1800,,19650,,50000,,NO DISCHARGE,,1850,,40,,45000,,1000,,NO DISCHARGE,,190,<,100,,1100,,NA,,NO DISCHARGE,<,100,,100,,NO DISCHARGE,,3900,<,100,<,100,,3100,,2000,<,20,,3600,,NO DISCHARGE,,3900,,1000,,1300,,8800,,1200,,NO DISCHARGE,,13,,325,<,1,,174,,30,,NO DISCHARGE,,1340,,NO DISCHARGE,,150,,2400,,1800,,195,,350,,240,,210,,13,,30,<,5,,900,,25,,125,,1810,,NO DISCHARGE,,200
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"E.COLI  (CHANGED FROM COLIFORM, FECAL 8/31/2005)",#/100ML,1 / 3 MO.,GRAB,,416,,2,,8800,,6300,,2020,,91000,,14600,,20700,,300,,2000,,270,,11900,,1300,,41000,,250,,25500,<,2500,,2500,,5500,,3000,,125,,10000,,5600,,1000,,2960,,10000,,40000,,90000,,5000,,2000,,620,,21100,,20000,,NO DISCHARGE,,6000,,120,,120,,3000,,NO DISCHARGE,,130,<,100,,2800,,NA,,NO DISCHARGE,,800,,200,,NO DISCHARGE,,1800,<,100,<,100,,3400,,1200,,20,,3100,,NO DISCHARGE,,5600,,300,,1600,,2900,,1650,,NO DISCHARGE,,57,,305,<,1,,197,,5,,NO DISCHARGE,,1195,,NO DISCHARGE,,250,,2400,,2400,,145,,390,,220,,196,,27,,41,,75,,800,,80,,75,,1670,,NO DISCHARGE,,960
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, CARBONACEOUS 5 DAY (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,2.000,,11.000,,7.900,,5.100,,15.300,,25.000,,8.100,,2.000,,0.400,,2.500,,2.700,,4.400,,5.600,,6.300,,2.300,,6.000,,5.700,,7.300,,8.200,,17.800,,3.400,,3.400,,3.000,,3.600,,7.000,,7.300,,4.400,,3.800,,5.500,,1.400,,4.900,,6.200,,2.600,,NO DISCHARGE,,8.010,,8.000,,8.400,,2.650,,NO DISCHARGE,,7.780,,3.394,,3.520,,NA,,NO DISCHARGE,,3.720,,1.530,,NO DISCHARGE,,8.000,,2.800,,2.300,,3.800,,1.500,,3.900,,1.400,,NO DISCHARGE,,4.600,,3.900,,1.700,,24.600,,7.400,,NO DISCHARGE,,NO DISCHARGE,,3.000,<,2.000,,3.000,<,2.000,,NO DISCHARGE,,8.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"SELENIUM, TOTAL RECOVERABLE (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,5.000,,5.000,<,2.000,,2.000,<,2.000,,2.000,,NO DISCHARGE,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,,0.950,,NO DISCHARGE,<,0.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"BERYLLIUM, (BE) TOTAL RECOVERABLE (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,,0.520,,0.500,<,1.000,<,1.000,<,1.000,<,1.000,,NO DISCHARGE,<,1.000,,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,,1.050,,NO DISCHARGE,<,0.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"NICKEL, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,,18.000,,1.000,<,1.000,<,1.000,<,1.000,,16.900,,NO DISCHARGE,,5.700,,27.600,,1.800,<,1.000,,5.400,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,1.000,<,1.000,<,1.000,<,0.005,<,5.000,,5.000,,NO DISCHARGE,,0.730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"CHROMIUM, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,,14.280,,5.000,<,1.000,<,5.000,,7.000,,44.000,,NO DISCHARGE,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,1.000,<,5.000,<,5.000,<,5.000,<,5.000,<,1.000,<,5.000,<,3.000,<,5.000,,5.000,,NO DISCHARGE,,0.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"MERCURY, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,0.200,,0.200,<,1.000,<,0.200,<,1.000,<,1.000,,NO DISCHARGE,,1.600,,1.700,,1.100,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,,0.200,,NO DISCHARGE,,1.120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"CYANIDE, TOTAL  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,10.000,,10.000,,9.000,,16.000,,18.000,,4.000,,NO DISCHARGE,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,0.009,<,9.000,<,0.009,,NO DISCHARGE,<,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"BOD, 5 DAY",MG/L,1 / 3 MO.,COMP/GRAB,,43.000,,15.000,,9.900,,18.800,,6.700,,20.900,,NO DISCHARGE,,20.800,,7.500,,17.600,,11.600,,27.300,,26.400,,15.100,,11.400,,14.400,,15.600,,18.700,,5.700,,2.700,,0.900,,4.200,,1.300,,31.000,,18.600,,4.800,,6.500,,1.400,,10.300,,8.500,,3.700,,22.500,,4.700,,NO DISCHARGE,,7.120,,5.000,,8.500,,11.800,,NO DISCHARGE,,5.970,,8.064,,8.825,,13.700,,8.960,,5.900,,2.900,,7.200,,5.400,,2.800,,3.800,,7.500,,4.100,,3.000,,3.600,,12.400,,6.400,,7.300,,1.900,,11.000,,10.100,,NO DISCHARGE,,6.000,,6.000,,4.000,,8.000,,2.000,,7.000,,4.000,,4.000,,9.000,,16.000,,10.000,,10.000,,6.000,,6.000,,8.000,,7.000,,3.000,,3.000,,5.000,,5.000,,4.000,,3.000,,7.000,,4.000
5 - 14TH & BOND,PH,SU,1 / 3 MO.,GRAB,,7.170,,6.900,,7.700,,7.100,,7.030,,7.410,,NO DISCHARGE,,6.460,,7.480,,6.930,,8.400,,6.610,,6.260,,6.610,,6.110,,6.670,,6.460,,7.470,,6.860,,6.870,,6.810,,7.010,,7.210,,7.260,,6.890,,6.540,,5.810,,6.760,,6.860,,6.550,,6.770,,6.590,,6.430,,NO DISCHARGE,,6.030,,6.330,,6.830,,6.910,,NO DISCHARGE,,7.100,,7.120,,6.480,,6.150,,6.570,,6.700,,6.460,,6.300,,7.600,,6.930,,6.710,,6.290,,6.910,,6.810,,6.430,,6.480,,6.080,,6.350,,6.640,,5.960,,3.220,,NO DISCHARGE,,7.200,,6.300,,6.300,,7.500,,8.500,,6.700,,7.100,,8.500,,7.400,,6.500,,6.300,,7.100,,7.600,,6.500,,7.300,,6.400,,7.300,,7.000,,8.900,,7.300,,7.100,,6.700,,7.600,,6.200
5 - 14TH & BOND,"SOLIDS, TOTAL SUSPENDED",MG/L,1 / 3 MO.,COMP/GRAB,,124.000,,7.000,,126.000,,103.000,,169.000,,55.000,,NO DISCHARGE,,44.000,,77.000,,44.000,,38.000,,109.000,,192.000,,75.000,,33.000,,40.000,,154.000,,14.000,,23.000,,2.400,,4.000,,106.000,,3.000,,73.000,,68.000,,12.000,,33.000,,0.400,,82.000,,128.000,,1.200,,118.000,,102.000,,NO DISCHARGE,,72.000,,23.000,,28.000,,43.000,,NO DISCHARGE,,10.000,,204.000,,19.300,,18.000,,5.500,,17.000,,12.000,,4.800,,363.000,,74.000,,2.700,,12.000,,9.600,,8.000,,29.000,,498.000,,64.000,,130.000,,10.000,,56.000,,11.000,,NO DISCHARGE,,5.000,,3.000,,3.000,,14.000,,26.000,,6.000,,333.000,,10.000,,60.000,,2.000,,5.000,,16.000,,6.000,,9.000,,13.000,,7.000,,40.000,,12.000,,23.000,,18.000,,4.000,,15.000,,15.000,,1.000
5 - 14TH & BOND,OIL & GREASE,MG/L,1 / 3 MO.,GRAB,,1.410,,8.110,,0.200,,1.900,,0.300,,3.900,,NO DISCHARGE,,4.100,,2.500,,2.300,<,0.100,,4.200,,1.800,,0.800,,1.000,,0.300,,1.000,,10.600,,1.200,,0.100,,1.200,,0.300,,1.000,,0.500,,0.100,,2.300,,1.600,,1.200,,0.400,,0.900,,1.500,,0.900,,0.600,,NO DISCHARGE,,0.600,,0.500,,0.300,,0.800,,NO DISCHARGE,,0.500,,0.300,,0.600,,0.300,,0.100,,0.400,,0.500,,0.300,,0.400,,2.000,,0.700,,0.200,,0.200,,6.000,,1.100,,0.600,,1.300,,0.200,,0.700,,0.800,,0.400,,NO DISCHARGE,<,1.400,,2.300,<,1.400,<,1.400,<,1.400,<,1.400,<,1.600,<,1.400,<,1.400,<,1.400,<,2.100,<,1.400,<,1.400,,4.400,,4.800,<,1.400,<,1.400,<,1.400,,2.200,<,1.400,,1.400,,4.600,,2.200,,2.800
5 - 14TH & BOND,"NITROGEN, TOTAL",MG/L,1 / 3 MO.,COMP/GRAB,,4.080,,1.260,,0.940,,0.715,,1.270,,2.692,,NO DISCHARGE,,3.470,,1.800,,1.592,,6.084,,8.110,,19.360,,12.230,,7.260,,5.420,,15.450,,2.810,,4.480,,0.700,<,0.050,<,0.050,<,2.910,,0.690,,0.290,,0.050,,0.600,,0.280,,0.290,,0.900,,0.880,,0.050,,0.100,,NO DISCHARGE,<,0.050,,0.300,,0.250,,2.160,,NO DISCHARGE,,0.999,,1.225,,1.218,,2.930,,2.040,,2.000,,16.250,,1.530,,1.800,,1.660,,0.852,,0.970,,1.950,,1.007,,1.120,,2.240,,3.760,,1.510,,1.330,,6.922,,1.800,,NO DISCHARGE,,0.400,,1.040,,0.290,,0.390,,1.340,,0.560,,2.240,,0.420,,0.910,,0.580,,0.570,,0.430,,0.700,,0.390,,0.220,,0.450,,0.640,,0.430,,0.700,,0.540,,0.210,,0.740,,0.980,,0.630
5 - 14TH & BOND,"NITROGEN, KJELDAHL  (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,3.920,,1.120,,0.300,,0.440,,1.110,,1.750,,NO DISCHARGE,,2.410,,1.270,,0.462,,6.070,,6.730,,19.100,,10.500,,2.190,,5.010,,15.300,,2.190,,2.760,,0.650,,0.750,,2.320,,4.350,,4.410,,1.710,,4.350,,5.620,,1.740,,1.200,,1.630,,1.690,,0.800,,0.580,,NO DISCHARGE,,0.875,<,0.050,<,0.050,,1.070,,NO DISCHARGE,,2.160,,0.535,<,1.000,,3.240,,3.850,,1.000,,0.110,<,1.000,,0.500,,0.210,,0.550,,0.600,,0.147,,0.700,,0.030,,0.329,,0.115,,0.762,,0.309,,0.122,,0.740,,NO DISCHARGE,,0.400,,1.040,,0.260,,0.370,,0.090,,0.270,,0.190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"PHOSPHORUS, DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,0.630,,0.170,,0.593,,0.214,,0.160,,0.219,,NO DISCHARGE,,0.613,,1.130,,0.714,,0.550,,3.610,,1.170,,1.890,,0.310,,2.380,,0.700,,1.320,,1.090,,1.230,,0.100,,1.180,,1.060,,0.540,,1.130,,0.760,,0.500,,0.360,,0.370,,0.670,,0.380,,0.228,,0.034,,NO DISCHARGE,,0.270,,0.309,,0.150,,0.397,,NO DISCHARGE,,0.583,,0.180,,0.463,,0.960,<,0.100,,0.230,,0.300,<,1.000,,1.160,,0.900,<,1.000,,2.000,,1.900,,0.940,,0.600,,1.400,,0.700,,0.500,,0.280,,0.700,,0.600,,NO DISCHARGE,,0.170,,0.410,,0.380,,0.290,,0.190,,0.260,,0.470,,0.020,,0.720,,0.400,,0.370,,0.180,,0.360,,0.160,,0.100,<,0.050,,0.100,,0.360,,0.180,,0.110,,0.050,,0.240,,0.190,,0.140
5 - 14TH & BOND,HARDNESS (CACO3) TOTAL,MG/L,1 / 3 MO.,COMP/GRAB,,58.000,,24.000,,0.000,,0.000,,12.000,,26.000,,NO DISCHARGE,,40.000,,32.000,,40.000,,33.000,,26.000,,26.000,,32.000,,26.000,,52.000,,36.000,,38.000,,40.000,,32.000,,34.000,,36.000,,50.000,,16.000,,14.000,,12.000,,10.000,,6.000,,6.000,,58.000,,98.000,,77.000,,62.000,,NO DISCHARGE,,16.000,,14.000,,41.000,,16.000,,NO DISCHARGE,,19.300,,11.500,,0.800,,2.700,,1.140,,1.080,,30.000,,35.300,,3.430,,34.000,,26.000,,14.000,,32.000,,22.000,,26.000,,40.000,,40.000,,32.000,,40.000,,5.000,,22.000,,NO DISCHARGE,,8.000,,20.000,,12.000,,12.000,,24.000,,18.000,,32.000,,28.000,,20.000,,16.000,,12.000,,20.000,,16.000,,24.000,,32.000,,20.000,,12.000,,26.000,,6.000,,12.000,,12.000,,24.000,,26.000,,20.000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"SILVER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,<,1.000,,1.000,<,1.000,<,1.000,<,10.000,<,10.000,,NO DISCHARGE,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,,5.000,,NO DISCHARGE,,4.950,<,0.100,<,0.001,<,0.001,,NO DISCHARGE,<,0.001,<,0.001,<,0.001,<,0.001,<,1.000,<,1.000,,1.000,,1.800,<,0.200,<,0.100,<,0.100,<,0.100,,0.180,<,0.140,<,0.100,<,0.100,<,0.100,<,0.100,<,0.100,<,0.100,<,0.100,<,NO DISCHARGE,<,0.500,<,0.500,<,0.500,<,0.500,<,0.500,<,0.500,<,0.500,<,0.500,<,0.500,<,0.500,,6.000,<,0.500,,2.000,<,0.500,,1.000,<,0.500,,42.000,<,0.500,,4.000,,8.000,,0.500,,0.500,,4.000,,0.500
5 - 14TH & BOND,"ZINC, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,138.000,,55.000,,223.000,,155.000,,86.000,,323.000,,NO DISCHARGE,,297.000,,191.000,,240.000,,221.000,,551.000,,68.000,,34.000,,21.000,,21.000,,23.000,,18.000,,11.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,,5.000,,NO DISCHARGE,,189.000,,159.500,,0.218,,0.252,,NO DISCHARGE,,0.164,,0.171,,0.120,,0.210,,109.400,,75.900,,67.400,,60.200,,119.800,,89.400,,36.000,,23.900,,47.700,,62.600,,92.500,,239.200,,109.400,,114.000,,91.500,,4.300,,110.800,,NO DISCHARGE,,65.430,,49.000,<,1.000,<,1.000,<,1.000,,9.400,,210.000,<,0.080,<,1.000,,41.000,,242.000,<,69.000,,5.000,<,30.000,,57.000,,2.200,,96.000,,76.120,,25.000,,13.000,,62.000,,122.700,,68.000,,73.600
5 - 14TH & BOND,"CADMIUM, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,<,0.500,,0.500,<,1.000,<,1.000,,9.000,<,1.000,,NO DISCHARGE,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,,1.460,,NO DISCHARGE,,0.260,<,0.100,<,0.001,,0.001,,NO DISCHARGE,<,0.001,<,0.001,,0.014,,0.001,<,1.000,<,1.000,,1.000,<,1.000,,0.630,,0.300,<,0.100,<,6.100,<,0.300,,0.350,,0.830,<,0.800,<,2.830,,0.300,<,0.100,<,0.100,<,0.100,,NO DISCHARGE,<,0.100,<,0.100,<,0.100,<,0.500,<,0.100,<,0.100,<,0.100,<,0.100,<,0.100,<,0.100,,7.000,<,0.100,<,0.100,,0.100,<,0.100,,3.300,<,0.100,,3.340,,2.000,,5.000,,4.000,,1.500,,0.600,,0.100
5 - 14TH & BOND,"LEAD, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,19.800,,1.000,,52.000,,14.000,,13.000,,28.000,,NO DISCHARGE,,12.000,,36.000,,3.000,<,1.000,,24.400,,11.000,,7.000,,1.000,,1.000,,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,,1.000,,NO DISCHARGE,,16.700,<,0.100,<,0.001,,0.004,,NO DISCHARGE,<,0.004,,0.023,,0.006,,0.014,,8.000,,9.000,,9.000,,2.400,,10.100,,9.300,,0.200,,3.220,,3.900,,5.900,,5.200,,5.120,,6.070,,6.700,,3.400,<,0.100,,4.220,,NO DISCHARGE,,3.510,,0.900,,5.200,<,0.500,,195.000,<,0.500,,65.000,<,0.500,,10.000,,20.000,<,0.500,<,6.000,,3.000,,3.000,,4.000,<,0.500,,54.000,,19.730,,10.000,<,0.500,,8.000,,0.500,,6.000,,1.900
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"COPPER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,12.600,,6.050,,22.300,,8.000,,13.000,,27.000,,NO DISCHARGE,,7.000,,16.000,<,1.000,<,1.000,<,1.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,,5.000,,NO DISCHARGE,,10.100,,4.200,,0.010,,0.025,,NO DISCHARGE,,0.017,,0.030,,0.028,,0.024,,12.200,,9.700,,13.600,,21.700,,22.400,,21.300,,56.200,,36.100,,10.440,,15.300,,10.500,,40.600,,29.800,,13.100,<,0.100,,2.900,,15.100,,NO DISCHARGE,,15.630,,7.100,,4.300,<,0.500,,35.000,<,0.500,,12.000,<,0.500,,16.000,,2.000,,10.000,<,8.000,,21.000,<,0.500,,2.000,<,0.500,,10.000,,20.140,,1.000,,9.000,,9.000,,15.100,,10.000,,5.300
5 - 14TH & BOND,FLOW IN CONDUIT / THRU TREAT. PLANT,MGD,1 / 3 MO.,INST,,0.017,,0.014,,3.500,,1.290,,0.395,,1.080,,NO DISCHARGE,,0.540,,2.600,,0.054,,0.003,,0.071,,2.584,,1.070,,0.269,,1.070,,1.070,,0.161,,1.938,,2.360,,1.292,,15.540,,2.540,,1.615,,2.584,,0.484,,0.323,,0.928,,1.292,,1.070,,1.540,,2.584,,1.696,,NO DISCHARGE,,2.080,,3.230,,2.423,,1.722,,NO DISCHARGE,,0.540,,0.002,,10.430,,0.808,,0.270,,0.646,,4.306,,0.618,,0.646,,1.615,,1.291,,2.151,,2.581,,0.162,,0.417,,0.065,,0.234,,4.443,,3.876,,0.002,,1.291,,NO DISCHARGE,,0.03600,,0.000734,,0.001440,,0.007200,,0.19480,,0.002880,,0.172800,,0.020160,,0.005760,,0.003456,,0.018000,,0.001915,,0.860900,,4.565000,,0.010800,,0.043200,,0.007848,,0.051700,,0.001512,,0.014400,,0.603400,,0.099750,,0.005068,,0.001758
5 - 14TH & BOND,"SOLIDS, TOTAL DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,113.000,,76.000,,41.500,,153.500,,64.200,,71.000,,NO DISCHARGE,,35.300,,28.700,,40.000,,69.500,,63.500,,92.000,,55.000,,23.000,,95.000,,68.000,,57.000,,85.000,,15.500,,16.000,,52.000,,81.000,,27.200,,77.000,,64.000,,4.400,,79.500,,78.000,,75.000,,59.000,,110.000,,42.500,,NO DISCHARGE,,39.500,,107.500,,52.000,,68.000,,NO DISCHARGE,,51.000,,62.000,,82.000,,137.000,,63.000,,35.000,,76.000,,31.000,,304.000,,84.000,,146.000,,52.000,,28.000,,82.000,,46.000,,448.000,,59.000,,169.000,,43.000,,50.000,,76.000,,NO DISCHARGE,,52.000,,3.000,,60.000,,154,,58.000,,84.000,,56.000,,24.000,,66.000,,10.000,,40.000,,58.000,,38.000,,266.000,,110.000,,66.000,,30.000,,18.000,,78.000,,94.000,,86.000,,10.000,,58.000,,32.000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
